language,idiom,type,genlang_point,map,feature,value1_name,value1,source,page,contributor,date,value2_name,value2,contributer
Hunzib,Gunzib,village,no,yes,Presence of umlaut vowels,Presence of umlaut vowels,not attested,kibrikkodzasov1990,332,George Moroz,2017.05.06,,,
Ingush,Standard Ingush,language,yes,yes,Presence of umlaut vowels,Presence of umlaut vowels,not attested,nichols2011,22,George Moroz,2021.10.04,,,
Inkhoqwari,Inkhokvari,village,yes,yes,Presence of umlaut vowels,Presence of umlaut vowels,attested,kibrikkodzasov1990,327,George Moroz,2017.05.06,,,
Karata,Karata,dialect_toplevel,yes,yes,Presence of umlaut vowels,Presence of umlaut vowels,attested,magomedbekova1971,12--18,George Moroz,2021.10.04,,,
Karata,Tukita,village,no,yes,Presence of umlaut vowels,Presence of umlaut vowels,not attested,gadzhieva2007,7,George Moroz,2021.10.04,,,
Khinalug,Khynalyg,village,yes,yes,Presence of umlaut vowels,Presence of umlaut vowels,attested,kibrik1994b,372,George Moroz,2021.10.04,,,
Khinalug,Khynalyg,village,no,no,Presence of umlaut vowels,Presence of umlaut vowels,attested,kibrikkodzasov1990,346--347,Viola Ivanova,2017.05.06,,,
Khwarshi,Kwantlada,village,yes,yes,Presence of umlaut vowels,Presence of umlaut vowels,not attested,khalilova2009,23,George Moroz,2021.10.04,,,
Kryz,Kryz,language,yes,yes,Presence of umlaut vowels,Presence of umlaut vowels,attested,saadiev1994,410,George Moroz,2021.10.04,,,
Kryz,Kryz,village,no,yes,Presence of umlaut vowels,Presence of umlaut vowels,attested,kibrikkodzasov1990,345,Viola Ivanova,2017.05.06,,,
Kumyk,Standard Kumyk,language,yes,yes,Presence of umlaut vowels,Presence of umlaut vowels,attested,abdullaevaetal2014,27,George Moroz,2021.10.04,,,
Lak,Khosrekh,village,yes,yes,Presence of umlaut vowels,Presence of umlaut vowels,not attested,kibrikkodzasov1990,333,Viola Ivanova,2017.05.06,,,
Lezgian,Khlyut,village,no,yes,Presence of umlaut vowels,Presence of umlaut vowels,attested,kibrikkodzasov1990,341,George Moroz,2017.05.06,,,
Lezgian,Standard Lezgian,language,yes,yes,Presence of umlaut vowels,Presence of umlaut vowels,attested,gaydarivetal2009,54,George Moroz,2021.10.04,,,
Nogai,Nogai,language,yes,yes,Presence of umlaut vowels,Presence of umlaut vowels,attested,baskakov1940,13,George Moroz,2021.10.04,,,
Rutul,Luchek,village,yes,yes,Presence of umlaut vowels,Presence of umlaut vowels,attested,alekseev1994,217,George Moroz,2021.10.04,,,
Rutul,Luchek,village,no,yes,Presence of umlaut vowels,Presence of umlaut vowels,attested,kibrikkodzasov1990,342--343,Viola Ivanova,2017.05.06,,,
Tabasaran,Dyubek,village,no,yes,Presence of umlaut vowels,Presence of umlaut vowels,attested,kibrikkodzasov1990,336,George Moroz,2017.05.06,,,
Tabasaran,Standard Tabasaran,language,yes,yes,Presence of umlaut vowels,Presence of umlaut vowels,attested,alekseevshixalieva2003,29,George Moroz,2021.10.04,,,
Tat,Northern Azerbaijani Tat,dialect_toplevel,yes,yes,Presence of umlaut vowels,Presence of umlaut vowels,attested,griunberg1963,9,George Moroz,2021.10.04,,,
Tindi,Tindi,village,no,yes,Presence of umlaut vowels,Presence of umlaut vowels,not attested,kibrikkodzasov1990,326--327,Viola Ivanova,2017.05.06,,,
Tindi,Tindi,village,yes,yes,Presence of umlaut vowels,Presence of umlaut vowels,not attested,magomedova2012,7,George Moroz,2021.10.04,,,
Tsakhur,Mikik,village,no,yes,Presence of umlaut vowels,Presence of umlaut vowels,not attested,kibrikkodzasov1990,343,George Moroz,2017.05.06,,,
Tsakhur,Mishlesh,village,yes,yes,Presence of umlaut vowels,Presence of umlaut vowels,not attested,kibrik1999,17,George Moroz,2021.10.04,,,
Tsez,Kidero,village,no,yes,Presence of umlaut vowels,Presence of umlaut vowels,attested,kibrikkodzasov1990,328,Viola Ivanova,2017.05.06,,,
Tsez,Sagada,village,yes,yes,Presence of umlaut vowels,Presence of umlaut vowels,not attested,wilson2021,388,George Moroz,2021.10.04,,,
Tsova-Tush,Zemo-Alvani,village,yes,yes,Presence of umlaut vowels,Presence of umlaut vowels,not attested,holiskygagua1994,150,George Moroz,2021.10.04,,,
Udi,Nidzh,village,yes,yes,Presence of umlaut vowels,Presence of umlaut vowels,attested,kibrikkodzasov1990,347,Viola Ivanova,2017.05.06,,,
Agul,Burshag,village,no,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,kibrikkodzasov1990,340--341,Viola Ivanova,2017.05.06,,,
Agul,Huppuq',village,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,maisakganenkov2016,,George Moroz,2021.10.04,,,
Akhvakh,Northern Akhvakh,dialect_toplevel,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,creisselsdraft2020,,George Moroz,2021.10.04,,,
Akhvakh,Tad-Magitl',village,no,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,kibrikkodzasov1990,322--323,Viola Ivanova,2017.05.06,,,
Andi,Andi,village,no,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,attested,kibrikkodzasov1990,321,George Moroz,2017.05.06,,,
Andi,Zilo,village,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,kayeetaldraft2020,,George Moroz,2021.10.04,,,
Archi,Archib,village,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,kibrik1994a,300,George Moroz,2021.10.04,,,
Archi,Archib,village,no,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,kibrikkodzasov1990,335--336,Viola Ivanova,2017.05.06,,,
Armenian,Eastern Armenian,dialect_toplevel,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,dum-tragut2009,"17, 19, 18, 20",George Moroz,2021.10.04,,,
Avar,Chadakolob,village,no,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,kibrikkodzasov1990,320,Viola Ivanova,2017.05.06,,,
Avar,Standard Avar,language,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,alekseevataev1997,35,George Moroz,2021.10.04,,,
Azerbaijani,Standard Azerbaijani,language,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,shiralievsevortyan1971,16--26,George Moroz,2021.10.04,,,
Bagvalal,Kvanada,village,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,kibrik2001,35--46,George Moroz,2021.10.04,,,
Bezhta,Bezhta,language,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,comrieetal2015,86,George Moroz,2021.10.04,,,
Bezhta,Tlyadal,village,no,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,kibrikkodzasov1990,330,Viola Ivanova,2017.05.06,,,
Botlikh,Botlikh,village,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,alexeyevverheesdraft2020,,George Moroz,2021.10.04,,,
Budukh,Budug,village,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,attested,kibrikkodzasov1990,345,George Moroz,2017.05.06,,,
Budukh,Budug,village,no,no,Presence of uvular voiced stop,Presence of uvular voiced stop,attested,talibov2007,35,George Moroz,2021.10.04,,,
Chamalal,Chamalal,language,no,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,bokarev1949a,"12, 15",George Moroz,2021.10.04,,,
Chamalal,Gigatl',village,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,kibrikkodzasov1990,324,George Moroz,2017.05.06,,,
Chechen,Standard Chechen,language,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,nichols1994,4,George Moroz,2021.10.04,,,
Dargwa,Chirag,village,no,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,kibrikkodzasov1990,334,George Moroz,2017.05.06,,,
Dargwa,Kaitag,dialect_toplevel,no,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,attested,temirbulatova2004,39,George Moroz,2021.10.04,,,
Dargwa,Mehweb,village,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,moroz2017,22--34,George Moroz,2021.10.04,,,
Dargwa,Tanty,village,no,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,sumbatovalander2014,40--41,George Moroz,2021.10.04,,,
Georgian,Standard Georgian,language,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,hewitt1995,19,George Moroz,2021.10.04,,,
Godoberi,Godoberi,village,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,morozdraft2021,2,George Moroz,2021.10.04,,,
Hinuq,Genukh,village,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,forker2013,29,George Moroz,2021.10.04,,,
Hinuq,Genukh,village,no,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,kibrikkodzasov1990,329,George Moroz,2017.05.06,,,
Hunzib,Gunzib,village,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,isakovxalilov2001,260,George Moroz,2021.10.04,,,
Hunzib,Gunzib,village,no,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,kibrikkodzasov1990,332,George Moroz,2017.05.06,,,
Ingush,Standard Ingush,language,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,nichols2011,20,George Moroz,2021.10.04,,,
Inkhoqwari,Inkhokvari,village,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,kibrikkodzasov1990,327,George Moroz,2017.05.06,,,
Karata,Karata,dialect_toplevel,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,magomedbekova1971,12--18,George Moroz,2021.10.04,,,
Karata,Tukita,village,no,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,gadzhieva2007,8,George Moroz,2021.10.04,,,
Khinalug,Khynalyg,village,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,kibrik1994b,370,George Moroz,2021.10.04,,,
Khinalug,Khynalyg,village,no,no,Presence of uvular voiced stop,Presence of uvular voiced stop,attested,kibrikkodzasov1990,346--347,Viola Ivanova,2017.05.06,,,
Khwarshi,Kwantlada,village,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,khalilova2009,13,George Moroz,2021.10.04,,,
Kryz,Kryz,language,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,saadiev1994,409,George Moroz,2021.10.04,,,
Kryz,Kryz,village,no,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,attested,kibrikkodzasov1990,345,Viola Ivanova,2017.05.06,,,
Kumyk,Standard Kumyk,language,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,abdullaevaetal2014,33--56,George Moroz,2021.10.04,,,
Lak,Khosrekh,village,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,kibrikkodzasov1990,333,Viola Ivanova,2017.05.06,,,
Lezgian,Khlyut,village,no,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,kibrikkodzasov1990,341,George Moroz,2017.05.06,,,
Lezgian,Standard Lezgian,language,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,gaydarivetal2009,56,George Moroz,2021.10.04,,,
Nogai,Nogai,language,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,baskakov1940,27,George Moroz,2021.10.04,,,
Rutul,Luchek,village,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,alekseev1994,215,George Moroz,2021.10.04,,,
Rutul,Luchek,village,no,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,attested,kibrikkodzasov1990,342--343,Viola Ivanova,2017.05.06,,,
Tabasaran,Dyubek,village,no,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,attested,kibrikkodzasov1990,336,George Moroz,2017.05.06,,,
Tabasaran,Standard Tabasaran,language,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,alekseevshixalieva2003,29,George Moroz,2021.10.04,,,
Tat,Northern Azerbaijani Tat,dialect_toplevel,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,griunberg1963,17,George Moroz,2021.10.04,,,
Tindi,Tindi,village,no,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,kibrikkodzasov1990,326--327,Viola Ivanova,2017.05.06,,,
Tindi,Tindi,village,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,magomedova2012,14--38,George Moroz,2021.10.04,,,
Tsakhur,Mikik,village,no,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,attested,kibrikkodzasov1990,343,George Moroz,2017.05.06,,,
Tsakhur,Mishlesh,village,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,attested,kibrik1999,16,George Moroz,2021.10.04,,,
Tsez,Kidero,village,no,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,kibrikkodzasov1990,328,Viola Ivanova,2017.05.06,,,
Tsez,Sagada,village,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,wilson2021,388,George Moroz,2021.10.04,,,
Tsova-Tush,Zemo-Alvani,village,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,holiskygagua1994,150,George Moroz,2021.10.04,,,
Udi,Nidzh,village,yes,yes,Presence of uvular voiced stop,Presence of uvular voiced stop,not attested,kibrikkodzasov1990,347,Viola Ivanova,2017.05.06,,,
Agul,Burshag,village,no,yes,Velar fricatives,Velar fricatives,x,kibrikkodzasov1990,340--341,,2017.05.06,,,Viola Ivanova
Agul,Huppuq',village,yes,yes,Velar fricatives,Velar fricatives,"x, xʲ",maisakganenkov2016,,,2021.10.04,,,George Moroz
Akhvakh,Northern Akhvakh,dialect_toplevel,yes,yes,Velar fricatives,Velar fricatives,x,creisselsdraft2020,,,2021.10.04,,,George Moroz
Akhvakh,Tad-Magitl',village,no,yes,Velar fricatives,Velar fricatives,x,kibrikkodzasov1990,322--323,,2017.05.06,,,Viola Ivanova
Andi,Zilo,village,yes,yes,Velar fricatives,Velar fricatives,xʲ,kayeetaldraft2020,,,2021.10.04,,,George Moroz
Andi,Andi,village,no,yes,Velar fricatives,Velar fricatives,x,kibrikkodzasov1990,321,,2017.05.06,,,George Moroz
Archi,Archib,village,yes,yes,Velar fricatives,Velar fricatives,none,kibrik1994a,300,,2021.10.04,,,George Moroz
Archi,Archib,village,no,yes,Velar fricatives,Velar fricatives,none,kibrikkodzasov1990,335--336,,2017.05.06,,,Viola Ivanova
Armenian,Eastern Armenian,dialect_toplevel,yes,yes,Velar fricatives,Velar fricatives,none,dum-tragut2009,"17, 19, 18, 20",,2021.10.04,,,George Moroz
Avar,Standard Avar,language,yes,yes,Velar fricatives,Velar fricatives,x,alekseevataev1997,35,,2021.10.04,,,George Moroz
Avar,Chadakolob,village,no,yes,Velar fricatives,Velar fricatives,x,kibrikkodzasov1990,320,,2017.05.06,,,Viola Ivanova
Azerbaijani,Standard Azerbaijani,language,yes,yes,Velar fricatives,Velar fricatives,xʲ,shiralievsevortyan1971,16--26,,2021.10.04,,,George Moroz
Bagvalal,Kvanada,village,yes,yes,Velar fricatives,Velar fricatives,x,kibrik2001,35--46,,2021.10.04,,,George Moroz
Bezhta,Bezhta,language,yes,yes,Velar fricatives,Velar fricatives,none,comrieetal2015,86,,2021.10.04,,,George Moroz
Bezhta,Tlyadal,village,no,yes,Velar fricatives,Velar fricatives,none,kibrikkodzasov1990,330,,2017.05.06,,,Viola Ivanova
Botlikh,Botlikh,village,yes,yes,Velar fricatives,Velar fricatives,x,alexeyevverheesdraft2020,,,2021.10.04,,,George Moroz
Budukh,Budug,village,yes,yes,Velar fricatives,Velar fricatives,"ɣ, x",kibrikkodzasov1990,345,,2017.05.06,,,George Moroz
Budukh,Budug,village,no,no,Velar fricatives,Velar fricatives,x,talibov2007,35,,2021.10.04,,,George Moroz
Chamalal,Chamalal,language,no,yes,Velar fricatives,Velar fricatives,x,bokarev1949a,"12, 15",,2021.10.04,,,George Moroz
Chamalal,Gigatl',village,yes,yes,Velar fricatives,Velar fricatives,x,kibrikkodzasov1990,324,,2017.05.06,,,George Moroz
Chechen,Standard Chechen,language,yes,yes,Velar fricatives,Velar fricatives,"ɣ, x",nichols1994,4,,2021.10.04,,,George Moroz
Dargwa,Chirag,village,no,yes,Velar fricatives,Velar fricatives,x,kibrikkodzasov1990,334,,2017.05.06,,,George Moroz
Dargwa,Mehweb,village,yes,yes,Velar fricatives,Velar fricatives,"ɣ, x",moroz2017,22--34,,2021.10.04,,,George Moroz
Dargwa,Tanty,village,no,yes,Velar fricatives,Velar fricatives,"ɣ, x",sumbatovalander2014,40--41,,2021.10.04,,,George Moroz
Dargwa,Kaitag,dialect_toplevel,no,yes,Velar fricatives,Velar fricatives,"ɣ, x",temirbulatova2004,39,,2021.10.04,,,George Moroz
Georgian,Standard Georgian,language,yes,yes,Velar fricatives,Velar fricatives,none,hewitt1995,19,,2021.10.04,,,George Moroz
Godoberi,Godoberi,village,yes,yes,Velar fricatives,Velar fricatives,x,morozdraft2021,2,,2021.10.04,,,George Moroz
Hinuq,Genukh,village,yes,yes,Velar fricatives,Velar fricatives,none,forker2013,29,,2021.10.04,,,George Moroz
Hinuq,Genukh,village,no,yes,Velar fricatives,Velar fricatives,none,kibrikkodzasov1990,329,,2017.05.06,,,George Moroz
Hunzib,Gunzib,village,yes,yes,Velar fricatives,Velar fricatives,x,isakovxalilov2001,260,,2021.10.04,,,George Moroz
Hunzib,Gunzib,village,no,yes,Velar fricatives,Velar fricatives,x,kibrikkodzasov1990,332,,2017.05.06,,,George Moroz
Ingush,Standard Ingush,language,yes,yes,Velar fricatives,Velar fricatives,x,nichols2011,20,,2021.10.04,,,George Moroz
Inkhoqwari,Inkhokvari,village,yes,yes,Velar fricatives,Velar fricatives,none,kibrikkodzasov1990,327,,2017.05.06,,,George Moroz
Karata,Karata,dialect_toplevel,yes,yes,Velar fricatives,Velar fricatives,"ɣ, x, xʲ",magomedbekova1971,12--18,,2021.10.04,,,George Moroz
Karata,Tukita,village,no,yes,Velar fricatives,Velar fricatives,"x, xʲ",gadzhieva2007,8,,2021.10.04,,,George Moroz
Khinalug,Khynalyg,village,yes,yes,Velar fricatives,Velar fricatives,"ɣ, x, xʲ",kibrik1994b,370,,2021.10.04,,,George Moroz
Khinalug,Khynalyg,village,no,no,Velar fricatives,Velar fricatives,"ɣ, ɣʲ, x, xʲ",kibrikkodzasov1990,346--347,,2017.05.06,,,Viola Ivanova
Khwarshi,Kwantlada,village,yes,yes,Velar fricatives,Velar fricatives,x,khalilova2009,13,,2021.10.04,,,George Moroz
Kryz,Kryz,village,no,yes,Velar fricatives,Velar fricatives,"ɣ, x",kibrikkodzasov1990,345,,2017.05.06,,,Viola Ivanova
Kryz,Kryz,language,yes,yes,Velar fricatives,Velar fricatives,"ɣ, x",saadiev1994,409,,2021.10.04,,,George Moroz
Kumyk,Standard Kumyk,language,yes,yes,Velar fricatives,Velar fricatives,none,abdullaevaetal2014,33--56,,2021.10.04,,,George Moroz
Lak,Khosrekh,village,yes,yes,Velar fricatives,Velar fricatives,x,kibrikkodzasov1990,333,,2017.05.06,,,Viola Ivanova
Lezgian,Standard Lezgian,language,yes,yes,Velar fricatives,Velar fricatives,x,gaydarivetal2009,56,,2021.10.04,,,George Moroz
Lezgian,Khlyut,village,no,yes,Velar fricatives,Velar fricatives,x,kibrikkodzasov1990,341,,2017.05.06,,,George Moroz
Nogai,Nogai,language,yes,yes,Velar fricatives,Velar fricatives,none,baskakov1940,27,,2021.10.04,,,George Moroz
Rutul,Luchek,village,yes,yes,Velar fricatives,Velar fricatives,"ɣ, x",alekseev1994,215,,2021.10.04,,,George Moroz
Rutul,Luchek,village,no,yes,Velar fricatives,Velar fricatives,"ɣ, x",kibrikkodzasov1990,342--343,,2017.05.06,,,Viola Ivanova
Tabasaran,Standard Tabasaran,language,yes,yes,Velar fricatives,Velar fricatives,"ɣ, x",alekseevshixalieva2003,29,,2021.10.04,,,George Moroz
Tabasaran,Dyubek,village,no,yes,Velar fricatives,Velar fricatives,"ɣ, x",kibrikkodzasov1990,336,,2017.05.06,,,George Moroz
Tat,Northern Azerbaijani Tat,dialect_toplevel,yes,yes,Velar fricatives,Velar fricatives,none,griunberg1963,17,,2021.10.04,,,George Moroz
Tindi,Tindi,village,no,yes,Velar fricatives,Velar fricatives,"x, xʲ",kibrikkodzasov1990,326--327,,2017.05.06,,,Viola Ivanova
Tindi,Tindi,village,yes,yes,Velar fricatives,Velar fricatives,"x, xʲ",magomedova2012,14--38,,2021.10.04,,,George Moroz
Tsakhur,Mishlesh,village,yes,yes,Velar fricatives,Velar fricatives,"x, xʲ",kibrik1999,16,,2021.10.04,,,George Moroz
Tsakhur,Mikik,village,no,yes,Velar fricatives,Velar fricatives,"ɣ, x",kibrikkodzasov1990,343,,2017.05.06,,,George Moroz
Tsez,Kidero,village,no,yes,Velar fricatives,Velar fricatives,none,kibrikkodzasov1990,328,,2017.05.06,,,Viola Ivanova
Tsez,Sagada,village,yes,yes,Velar fricatives,Velar fricatives,none,wilson2021,388,,2021.10.04,,,George Moroz
Tsova-Tush,Zemo-Alvani,village,yes,yes,Velar fricatives,Velar fricatives,"ɣ, x",holiskygagua1994,150,,2021.10.04,,,George Moroz
Udi,Nidzh,village,yes,yes,Velar fricatives,Velar fricatives,none,kibrikkodzasov1990,347,,2017.05.06,,,Viola Ivanova
