glottocode,lang,language,idiom,type,segment,segment_source,segment_type,source,page,comment,contributer,date
rutu1240,Rutul,Rutul,Luchek,village,j,j,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,kʰ,k,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,k',k',consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,k'ʷ,k'˳,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,kʰʷ,k˳,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,l,l,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,m,m,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,n,n,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,pʰ,p,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,p',p',consonant,kibrikkodzasov1990,342–343,редкая фонема,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,qʰ,q,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,q',q',consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,q'ʷ,q'˳,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,qʰʷ,q˳,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,r,r,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,ʁ,ʀ,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,ʁʷ,ʀ˳,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,s,s,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,sʷ,s˳,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,ʃ,š,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,ʃʷ,š˳,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,tʰ,t,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,t',t',consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,tsʰ,c,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,ts',c',consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,ts'ʷ,c'˳,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,tsʰʷ,c˳,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,tʃʰ,č,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,tʃ',č',consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,tʃ'ʷ,č'˳,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,tʃʰʷ,č˳,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,w,w,consonant,kibrikkodzasov1990,342–343,"реализуется звуком, промежуточным между IwI и IβI",Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,x,x,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,xʷ,x˳,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,z,z,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,zʷ,z˳,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,ʒ,ž,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,ʒʷ,ž˳,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,ʔ,ʔ,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,ʢ,ʕ,consonant,kibrikkodzasov1990,342–343,у автора дан в скобках: встретилось только в одной лексеме (ʢad 'он'),Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,χ,χ,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
rutu1240,Rutul,Rutul,Luchek,village,χʷ,χ˳,consonant,kibrikkodzasov1990,342–343,,Viola Ivanova,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,a,a,vowel,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,aː,a:,vowel,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,e,e,vowel,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,eː,e:,vowel,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,i,i,vowel,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,iː,i:,vowel,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,u,u,vowel,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,uː,u:,vowel,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,y,ü,vowel,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,yː,ü:,vowel,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,b,b,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,d,d,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,dz,ʒ,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,dʒ,ǯ,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,dʒ̂ʷ,ʒ̊,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,ɡ,ɡ,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,ɢ,ɢ,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,ɣ,ɡ̌,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,h,h,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,j,j,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,kʰ,k,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,k',k',consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,kː,k̄,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,l,l,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,m,m,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,n,n,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,pʰ,p,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,p',p',consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,pː,p̄,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,qʰ,q,consonant,kibrikkodzasov1990,336,"Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.",George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,q',q',consonant,kibrikkodzasov1990,336,"Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.",George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,qː,q̄,consonant,kibrikkodzasov1990,336,"Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.",George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,r,r,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,ʁ,ʀ,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,s,s,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,ʃ,š,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,tʰ,t,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,t',t',consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,tː,t̄,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,tsʰ,c,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,ts',c',consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,tŝ'ʷ,c̊',consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,tsː,c̄,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,tŝːʷ,c̄̊,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,tŝʰʷ,c̊,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,tʃʰ,č,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,tʃ',č',consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,tʃː,c̄̌,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,x,x,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,z,z,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,ʒ,ž,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,ʒ̂,z̊,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,ʔ,ʔ,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,β,w,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
taba1259,Tabasaran,Tabasaran,Dyubek,village,χ,χ,consonant,kibrikkodzasov1990,336,,George Moroz,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,a,a,vowel,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,aː,a:,vowel,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,aⁿ,ã,vowel,kibrikkodzasov1990,326–327,"различие Ṽ и Ṽn перед шумными (в том числе смычными) не нейтрализовано,однако в некоторых случаях отмечены колебания; назализация распространяется на последующий слог через глайды; при наличии носового внутри слова начальный глайд назализован",Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,aːⁿ,ã:,vowel,kibrikkodzasov1990,326–327,"различие Ṽ и Ṽn перед шумными (в том числе смычными) не нейтрализовано,однако в некоторых случаях отмечены колебания; назализация распространяется на последующий слог через глайды; при наличии носового внутри слова начальный глайд назализован",Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,e,e,vowel,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,eː,e:,vowel,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,eⁿ,ẽ,vowel,kibrikkodzasov1990,326–327,"различие Ṽ и Ṽn перед шумными (в том числе смычными) не нейтрализовано,однако в некоторых случаях отмечены колебания; назализация распространяется на последующий слог через глайды; при наличии носового внутри слова начальный глайд назализован",Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,eːⁿ,ẽ:,vowel,kibrikkodzasov1990,326–327,"различие Ṽ и Ṽn перед шумными (в том числе смычными) не нейтрализовано,однако в некоторых случаях отмечены колебания; назализация распространяется на последующий слог через глайды; при наличии носового внутри слова начальный глайд назализован",Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,i,i,vowel,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,iː,i:,vowel,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,iⁿ,ĩ,vowel,kibrikkodzasov1990,326–327,"различие Ṽ и Ṽn перед шумными (в том числе смычными) не нейтрализовано,однако в некоторых случаях отмечены колебания; назализация распространяется на последующий слог через глайды; при наличии носового внутри слова начальный глайд назализован",Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,iːⁿ,ĩ:,vowel,kibrikkodzasov1990,326–327,"различие Ṽ и Ṽn перед шумными (в том числе смычными) не нейтрализовано,однако в некоторых случаях отмечены колебания; назализация распространяется на последующий слог через глайды; при наличии носового внутри слова начальный глайд назализован",Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,o,o,vowel,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,oː,o:,vowel,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,oⁿ,õ,vowel,kibrikkodzasov1990,326–327,"различие Ṽ и Ṽn перед шумными (в том числе смычными) не нейтрализовано,однако в некоторых случаях отмечены колебания; назализация распространяется на последующий слог через глайды; при наличии носового внутри слова начальный глайд назализован",Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,u,u,vowel,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,uⁿ,ũ,vowel,kibrikkodzasov1990,326–327,"различие Ṽ и Ṽn перед шумными (в том числе смычными) не нейтрализовано,однако в некоторых случаях отмечены колебания; назализация распространяется на последующий слог через глайды; при наличии носового внутри слова начальный глайд назализован",Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,b,b,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,ç,xy,consonant,kibrikkodzasov1990,326–327,"фонемы палатального ряда, восходящие к велярным, подвергшимся позиционной палатализации",Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,c',k'y,consonant,kibrikkodzasov1990,326–327,"фонемы палатального ряда, восходящие к велярным, подвергшимся позиционной палатализации",Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,c'ʷ,k'y˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,cː,k̄y,consonant,kibrikkodzasov1990,326–327,"сильные аффрикаты реализуются непридыхательными звуками с напряженным спирантным отступом; фонемы палатального ряда, восходящие к велярным, подвергшимся позиционной палатализации",Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,çː,x̄y,consonant,kibrikkodzasov1990,326–327,"фонемы палатального ряда, восходящие к велярным, подвергшимся позиционной палатализации",Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,cːʷ,ɡ˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,çːʷ,x̄y˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,cʰ,ky,consonant,kibrikkodzasov1990,326–327,"фонемы палатального ряда, восходящие к велярным, подвергшимся позиционной палатализации",Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,cʰʷ,ky˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,çʷ,xy˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,d,d,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,dʷ,d˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,ɡ,ɡ,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,ɡʷ,ɡ˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,h,h,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,hʷ,h˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,ʜ,ʜ,consonant,kibrikkodzasov1990,326–327,эмфатические ларингалы встречаются в заимствованиях и звукоподражаниях,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,j,j,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,ɟ,ɡy,consonant,kibrikkodzasov1990,326–327,"фонемы палатального ряда, восходящие к велярным, подвергшимся позиционной палатализации. До сих пор палатальные встречаются в основном перед и после гласных переднего ряда, причем палатализованными в этих позициях обычно не бывают лабиализованные согласные. Однако такое распределение соблюдается не всегда.",Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,ɟʷ,ɡy˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,k',k',consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,k'ʷ,k'˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,kː,k̄,consonant,kibrikkodzasov1990,326–327,"реализуется непридыхательным взрывным, в интервокальной позиции не геминируется",Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,kːʷ,k̄˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,kʰ,k,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,kʰʷ,k˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,l,l,consonant,kibrikkodzasov1990,326–327,отмечена прогрессивная палатализация [l],Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,lʰ,ɫ,consonant,kibrikkodzasov1990,326–327,реализуется близко к [lʰ],Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,lʷ,l˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,ɬː,ɫ̄,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,m,m,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,n,n,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,pʰ,p,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,q'ː,q̄',consonant,kibrikkodzasov1990,326–327,"Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.",Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,q'ːʷ,q̄'˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,qː,q̄,consonant,kibrikkodzasov1990,326–327,"сильные аффрикаты реализуются непридыхательными звуками с напряженным спирантным отступом; Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.",Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,qːʷ,q̄˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,r,r,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,rʷ,r˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,ʁ,ʀ,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,ʁʷ,ʀ˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,s,s,consonant,kibrikkodzasov1990,326–327,"в парах спирантов маркированы слабые: они произносятся расслабленно, воздушно, с придыханием",Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,sː,s̄,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,sːʷ,s̄˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,sʷ,s˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,ʃ,š,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,ʃː,s̄̌,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,ʃːʷ,s̄̌˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,ʃʷ,š˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,t',t',consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,t'ʷ,t'˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,tʰ,t,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,tʰʷ,t˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,tɬ'ː,ʟ̄',consonant,kibrikkodzasov1990,326–327,"почти все аффрикаты утратили контраст по силе, сохранив либо только слабый член, либо только сильный",Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,tɬ'ːʷ,ʟ̄'˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,tɬː,ʟ̄,consonant,kibrikkodzasov1990,326–327,"почти все аффрикаты утратили контраст по силе, сохранив либо только слабый член, либо только сильный",Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,tɬːʷ,ʟ̄˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,ts',c',consonant,kibrikkodzasov1990,326–327,"почти все аффрикаты утратили контраст по силе, сохранив либо только слабый член, либо только сильный",Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,ts'ʷ,c'˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,tsː,c̄,consonant,kibrikkodzasov1990,326–327,"почти все аффрикаты утратили контраст по силе, сохранив либо только слабый член, либо только сильный; сильные аффрикаты реализуются непридыхательными звуками с напряженным спирантным отступом",Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,tsːʷ,c̄˳,consonant,kibrikkodzasov1990,326–327,,Viola Ivanova,2017.05.06
tind1238,Tindi,Tindi,Tindi,village,tʃ',č',consonant,kibrikkodzasov1990,326–327,"почти все аффрикаты утратили контраст по силе, сохранив либо только слабый член, либо только сильный",Viola Ivanova,2017.05.06
